nome,votos
JOSUÉ MOREIRA,4864
JOÃO EDUARDO DADO LEITE DE CARVALHO,77354
KAREN MAYELLEN TONIM HEINS,55883
LINDOLFO LUIZ DOS SANTOS NETO,97461
LUIZ ANTONIO DE MEDEIROS NETO,54749
LUIZ CARLOS CHIAPARINE,52309
LUIZ GUSTAVO ANTUNES STUPP,6372
MANOEL ANTUNES,26887
MARCO ANTONIO ALVES JORGE,28709
MAURICIO SOARES DE ALMEIDA JUNIOR,23225
OSWALDO DOS SANTOS,15650
PAULO HENRIQUE RIBEIRO SANTANA,24391
PAULO PEREIRA DA SILVA,318548
PEDRO ANTONIO BAPTISTINI,16909
RODNEI OLIVEIRA DA SILVA,19600
RUBENS MAMEDE,2332
SALVADOR ZIMBALDI FILHO,61830
SAULO GOES DE ALBUQUERQUE,5181
SILAS EDUARDO INKE,599
ZIRVA DAS GRAÇAS PIRES PEREIRA,2033
AGUINALDO TIMOTEO PEREIRA,87989
ALBINO MATOS GOMES,4794
ALESSANDER BARREIRA VIGNA,1287
ANGELO RAFAEL BARRETO,65304
ANTONIO ALCEU BEZÃO,4188
ANTONIO CARLOS MARTINS DE BULHÕES,67430
ARLINDO CHIGNALIA JUNIOR,381418
BENEDITO HERNELIO DOS SANTOS,6438
CANDIDO ELPIDIO DE SOUZA VACCAREZZA,374582
CARLOS ALBERTO ROLIM ZARATTINI,414415
CARLOS FERNANDO LOPES ABELHA,14181
CARLOS JOSE DE ALMEIDA,177758
CARLOS RAMIRO CASTRO,47729
CESAR CRUZ GARCIA,2063
CHARLES MICHACHI CORRÊA,1984
CÉLIO ROBERTO TURINO DE MIRANDA,31371
DEVANIR RIBEIRO,146086
DOUGLAS SIMAS MOREIRA,318
DURVAL LOPES ORLATO,35380
EDSON DA PAZ,2677
ELCIO AMÂNCIO,929
ELIANA ALVES DE MORAES,3351
ELIEZER NASCIMENTO DA COSTA,1233
EROALDO DE OLIVEIRA MOURÃO,3562
FRANCISCO DAS CHAGAS FRANCILINO,167639
FRANCISCO EVERARDO OLIVEIRA SILVA,51454
FRANCISCO JESUS DA PAZ,2877
FÉLIX SAHÃO JÚNIOR,67798
GERALDO ALVES DIONISIO,1564
GERALDO FERREIRA DA CRUZ,914
GERSON HENRIQUE SARTORI,62728
GUSTAVO LEMOS PETTA,112931
HELCIO ANTONIO DA SILVA,103095
IARA BERNARDI,26079
IVANIO BATISTA DA SILVA,1343
JAIR DONIZETI BALESTRA,14013
JANETE ROCHA PIETÁ,414362
JANIO RIBEIRO,12637
JILMAR AUGUSTINHO TATTO,312713
JOAO LUIS ARAUJO NETO,9830
JORGE RODRIGO VALVERDE SANTANA,13478
JOSE APARECIDO DA SILVEIRA,1207
JOSÉ ALDO REBELO FIGUEIREDO,128960
JOSÉ CARLOS DE AQUINO,2959
JOSÉ DE FILIPPI JÚNIOR,207373
JOSÉ GENOÍNO NETO,199157
JOSÉ MENTOR GUILHERME DE MELLO NETTO,179089
JOSÉ PIVATTO,51616
JOSÉ ROBERTO APRILLANTI JUNIOR,43639
JOSÉ TEOFILO ALVES CORREA DE OLIVEIRA,1283
JOÃO PAULO CUNHA,673067
JURANDYR CZACZKES CHAVES,22622
LUCAS ANTUNES,2877
LUCIANA DE ALMEIDA COSTA,24885
LUIS VANDERLEI LARGUESA,25242
LUIZ CARLOS GOMES,14618
LUIZ PAULO TEIXEIRA FERREIRA,540986
LUIZ SOARES TEIXEIRA,2720
MARCO ANTONIO NOTARI,2081
MARCO SOARES FERNANDES,920
MARCOS OLIVIO CONCEIÇÃO,731
MARIA EMILIA SEDEH BOITO,10100
MARIA LUCIA PRANDI GOMES,34192
MARIA TEREZINHA RONDELLI,4081
MILTON ANTONIO CASQUEL MONTI,163691
NEWTON LIMA NETO,196288
OSMAR LOPES,30769
OTONIEL CARLOS DE LIMA,39641
PAULO AFONSO RIBEIRO,18116
PAULO CEZAR JOSE DE SOUZA LIMA,8942
PAULO ROBERTO FREIRE DA COSTA,156304
PAULO ROBERTO POLO,3440
PEDRO CÉLIO DAUDT,1161
PROTÓGENES PINHEIRO DE QUEIROZ,72879
REINALDO SANTOS RAMOS,1162
RENATO SIMÕES,95717
RICARDO JOSE RIBEIRO BERZOINI,205736
ROGÉRIO PINTO FERNANDES,4855
RONALDO JOSÉ BRESCIANI,1477
ROQUE JOSÉ FERREIRA,7702
RUBENS BASTOS DO NASCIMENTO,23229
SEBASTIÃO MARTINS DE AZEVEDO,1153
SEBASTIÃO SERAFIM DE MOURA SOBRINHO,1158
SIDNEI ALVES MARTINS,4826
SONIA DARCH DE BRITO,14007
VALDECI FERREIRA DA SILVA,4958
VALDEMAR COSTA NETO,72099
VANDERLEI SIRAQUE,67711
VICENTE CANDIDO DA SILVA,473863
VICENTE PAULO DA SILVA,168516
WAINES MOREIRA ALVES,9522
ANAMARIA YAECO HIRAKAWA,1027
BENEDITO DONIZETI ALVES,3614
BRUNO CORREA LEITE,1127
CARLOS ALBERTO DA SILVA NORBERTO,1302
DANIEL RODRIGUES DOS PRAZERES JUNIOR,668
DENIVALDO DE SOUZA CARVALHO,1192
DILERMANO ANDRÉ PINTO,764
DÉBORA ANDREA BATISTA GODOI,2611
ELISABETE ROCHA VIDAL DO PRADO,2908
ENÉAS SANTOS DIAS,1134
FABIO GALAN JACOBS,1468
GERALDO BENEDITO RODRIGUES,726
HERMES RODRIGUES NERY,4668
JOCEANE SILVA MARQUES RIBEIRO,3352
JORGE LUIZ JANUÁRIO,820
JOSE PEREIRA DE SOUSA,1280
JOSÉ ALVES DA COSTA,3057
JOSÉ GABRIEL MARTINS DE CAMARGO,1381
JOÃO DONISETE GONÇALVES LOPES,472
JOÃO MARTINE GUALIUME,1298
MANOEL ALELUIA DE SOUZA FILHO,1195
MARCO ARTHUR GUERRA,1495
MARCOS ANDRÉ SILVA,1514
MARIO LUIZ VIEIRA,1075
MAURO ROBERTO POMARICO,1112
MIGUEL BERTO DA SILVA,540
OLAIR PRADO DE OLIVEIRA,7843
RENATO ARIMATÉIA COSTA MAGALHÃES,1368
RODRIGO BARROS PINHEIRO DE SOUZA,648
RONALDO CEZAR SILVA SANTOS,1126
SÉRGIO MORACIR CALIXTO,1619
TICIANO NEVES TAVARES,5997
WILLIANS ROCHA MONTEIRO,1159
WILSON JOÃO DA TRINDADE,1217
ANDRÉ LUIS DE MORAES,995
ANDRÉA ALVES DE SOUSA TONON,405
CARLOS DE SOUZA MACHADO,2047
CLAUDETE GOMES BEZERRA,561
COSME APARECIDO FELIX,750
DANIEL JOAQUIM DOS SANTOS,876
DARLECIO NONATO VICTOR,994
DIODÁLIO ALVES DA ROCHA,459
FRANCISCO PEREIRA DE CASTRO,693
GERALDO PEREIRA FILHO,571
GUSTAVO NASSRALLA MORANDI,1702
HÉLIO APARECIDO DE ANDRADE,1177
IDALINO LOURENÇO NEPOMUCENO,2320
JOSE CIPRIANO GOMES,595
JOSE MENDES FERREIRA,507
JOSÉ ADILSON MAGUILA RODRIGUES DOS SANTOS,5537
JOSÉ DAIZIO FERREIRA,4517
JOSÉ DE OLIVEIRA LEME FILHO,503
LUCIANA RIBEIRO CRUZ,2967
LUIZ FERNANDO BRASILIENSE,841
LUIZ GONZAGA NUNES,1741
MARIA APARECIDA SANCHEZ MESQUITA,414
MARIA EMILIA ESCOLÁSTICO CORREA,305
MARINALVA SENA RIBEIRO,581
MIGUEL DEL MORAL ORTEGA FILHO,831
NÉFI ANTONIO CASTRO TALES,3472
REYNALDO PANELLA JUNIOR,1201
SILAS EUSTÁQUIO VAZ,800
VAGNER EVARISTO DE MOURA,424
VANDERLEI JOSÉ DA SILVA ALMEIDA,607
VICENTE NONATO DA SILVA,557
VÂNIA CRISTINA BOSCOLO,724
WILSON JAMBERG,1809
ADELINA PEREIRA DA SILVEIRA DE ALCANTARA MACHADO,6768
ADHEMAR DE BARROS FILHO,14467
ADRIANA ALVARES DA COSTA DE PAULA ALVES,21935
ALCIDES BELUCI NETO,37600
ALINE LEMOS CORREA DE OLIVEIRA ANDRADE,71816
ASSAD NACLE BARACAT,1788
AUREA APARECIDA ALVES PARANHOS,596
CARLOS GOMES DA SILVA,16922
CATARINA BEATRIZ GASPAROTTO RIGINIK,4524
CELIA MARIA VIEIRA ALVES,3715
CICERA MARIA BEZERRA DA SILVA,858
CLAUDIO SABINO,2625
DOMINGOS TELLES SANCHES,932
DURVAL MORELLI NETO,2324
EDUARDO SANASSAR FONSECA,1885
ELIAS DOS SANTOS BITENCOURT,5994
ETIVALDO VADAO GOMES,67105
FERNANDO CESAR STANCATTI MARQUES,2481
FRANCISCO ERIVAN PEREIRA,8659
GRACIELA DE LOURDES DAVID AMBROSIO,16885
IVANILDO GOMES NOGUEIRA,23852
JEFERSON CAMILLO DE OLIVEIRA,16712
JORGE WILSON GONÇALVES DE MATTOS,22545
JOSE CLAUDIO MANCILHA DE FARIA BARBOSA,7200
JOSE ROBERTO FARIA LIMA,826
JOSÉ CARLOS OCTAVIANI,38552
JOSÉ CARLOS TALDIVO,5241
JOSÉ MARIO YAMASHITA,6762
JOSÉ OLIMPIO SILVEIRA MORAES,33784
JOÃO CARLOS FELIPE,4344
JOÃO JORGE FADEL FILHO,25934
JULIO CESAR THEODORO,3482
JÚLIO FERNANDO PINHEIRO DE LEMOS,1289
LAURINDO BERNARDES DE SOUZA,4736
LAYRTON INFANTE,10525
LEO JUVENAL KAHN DA SILVEIRA,23227
LETEIA PRICILA GOMES,4547
LIBERATO ROCHA CALDEIRA,14069
LUIZ ANTONIO CRIVELARI,9991
MANOEL MOREIRA DE ARAUJO FILHO,6667
MARCELO CORREIA DE SOUZA,16903
MARCELO RICARDO MARIANO,8971
MARCOS CINTAS MOTOLO,898
MAURICIO APARECIDO HAKA,9823
MAURICIO EDUARDO MELLO PEREIRA,891
MAURICIO LUIS MARTINS,4118
MAURO DONIZETTI FERREIRA,304
MOHAMAD SAID MOURAD,6871
NATALINO JOSE SOARES,18666
PAULA APARECIDA RODRIGUES DE AGUIAR,1340
PAULO ROBERTO GOMES MANSUR,149894
PAULO SALIM MALUF,65101
PAULO SERGIO BONGATER BASSOLI,3908
PEDRO ISHIDA,1045
RUBENEUTON OLIVEIRA LIMA,8206
RUY RENATO REICHMANN,7414
SERGIO ANTONIO NECHAR,77331
SILVIA MARIA DOS SANTOS PEREIRA,976
WILSON DE OLIVEIRA MORAIS,17990
ANTONIO DONIZETE FERREIRA,5720
FATIMA DA SILVA FERNANDES,1974
JOAO LUIS DIAS ZAFALAO,6698
SILVIA ANDREA FERRARO,1363
ALCIDES RODRIGUES CINTRA,1569
ANA CECILIA CATTAN,1827
ANTONIO DONIZETE MERCURIO,8330
ANTONIO FLAVIO DE FAZIO,1345
ANTONIO FRANCISCO DOS SANTOS,1950
ANTONIO SEVERINO RODRIGUES DA SILVA,2443
BENEDITO ISMAEL PEREIRA,903
CELIA PERCEVALLI THEODORO MENDES,758
CLAUDEMIR DA SILVA COSTA,1231
CRISTIANO PEDRO DA SILVA,4472
CRISTINA FILOMENA BASTOS CABRAL,1463
DANIEL ROSSI,3761
DAVI MOTA COSTA,11559
DOUGLAS DANIEL FERREIRA SANTOS,925
ELISABETE DE MATTOS,632
FERNANDO LUIZ RIZZOLO VIANNA NOGUEIRA,1023
FERNANDO OLIVEIRA,6280
FRANCISCO DE ASSIS PEREIRA DE SOUZA,1479
FRANCISCO ESMERALDO FELIPE CARNEIRO,17857
GILMAR XAVIER DE OLIVEIRA,1075
IVAN NUNES TENORIO DE SOUZA,1010
JOAO ALCANTARA CINTAS,2492
JOAO BATISTA LOURENCO,1039
JOSE CARLOS MOURA FORYAN,947
JOSE CARLOS NEGRAO JUNIOR,9260
JOSE DOS REIS MACHADO,1615
LAIR MOURA SALA MALAVILA JUSEVICIUS,16954
LINDONBERK MARIO DA SILVA,2055
LOURIVAL DE JESUS SILVA,1645
LUCAS ALBANO RIBEIRO DOS SANTOS,5168
MARCELO FERNANDES MADRUGA,1698
MARCO ANTONIO DE SOUSA,10149
MARILU DE PAULA AMARANTE,1166
MAURICIO PESSOA DE ALMEIDA,984
PEDRO LUIZ VIVIANI,2491
PEDRO MANOEL VIEIRA,825
RUY RODRIGUES DE SOUZA,1634
SAMUEL LUCAS PROCOPIO,3482
SEVERINO JOSE DA SILVA,766
SIDNEY STORCH DUTRA,5188
VANIA APARECIDA DOS SANTOS,534
WILSON FERREIRA DE ALMEIDA,3280
ADILSON RODRIGUES SANTOS,1173
AKIKO AKIYAMA,1109
ANIVALDO LAURINDO FERREIRA,1671
ANIZIO BATISTA DE OLIVEIRA,4213
ANTONIO CARLOS ROCHA,797
ARIADNE LIBERATO ROSA DE OLIVEIRA,1210
AUZENI MESSIAS SILVA,542
CARLOS ROBERTO DATOVO,3035
CICERO SEVERINO DE LIMA,687
CREUSA LIMA DA SILVA,1007
DACIO VIEIRA DE CAMARGO NETO,1933
ELISEU SOARES DE ARAUJO,1055
ERIC NUNES DE SOUZA,807
FABIO ANTONIO FERREIRA DA SILVA,1343
FERNANDO BORGES CORREIA FILHO,2438
FLÁVIO BRILHA BRANDÃO,598
HELTON SARAGOR DE SOUZA,2052
IVAN VALENTE,67452
JAMIL PAULO PRUDENCIANO,938
JASPE LOPES BASTOS,944
JOAO SILVERIO DE CARVALHO NETO,1703
JOSE ADEMIR DA SILVA,2153
JOSE CARLOS DOS SANTOS,1229
JULIANO APARECIDO ROCHA RODRIGUES,433
JÚLIA AZZI COLLET E SILVA,4826
KAREN CRISTIN MARTINS,699
MAGNO PERES RODRIGUES,651
MARIA DOLORES FORTES ALVES,826
MARIANA CONTI TAKAHASHI,5144
MARIO CONCEIÇÃO,1246
MARZENI PEREIRA DA SILVA,5736
MATEUS NOVAES DIAS,5274
MOMÉDIO DE SOUZA RAMALHO,2013
MÁRCIA TAVARES DO NASCIMENTO,903
NEIDE REGES LIMA,538
NELSON OLIVEIRA DE SOUZA,1781
NOBEL SOARES DE OLIVEIRA,2904
OSMAR VILELA DOS SANTOS,747
PATRICIA ANDREIA CARRETERO,617
PEDRO ROBERTO GOMES,7731
RAFAEL DUARTE MOYA,2517
RICARDO ALVAREZ,6460
RICARDO DUTRA RUBES,886
RITA LEITE DINIZ,532
ROBERTO CARLOS DE SOUZA,961
RODRIGO JOSE PAIXAO,7955
RODRIGO PINTO CHIZOLINI,9784
SAULO RODRIGUES DE CARVALHO,3359
SERGIO DOS SANTOS CABEÇA,1686
SIDNEI LIMA,526
SOLANGE SANTOS DE OLIVEIRA,1057
TERESA COSTA,563
THIAGO SILVA FLORIO,4499
VALDEMAR ANTONIO VALENTIN,1429
WELLINGTON LUIZ CABRAL,1814
ADAUTO VILAS BOAS CONDE,739
ALDINEA RODRIGUES FIDELIX DA CRUZ,894
AMAURI MARCELO BARBOZA,4419
ANDRE LUIZ DA CRUZ,1455
ANTONIO VITÓRIO DA SILVA,952
ANTONIO APARECIDO TONIOLO,16004
APOSTOLOS CHRISTOS GEORGOPOULOS,1834
ARMINDO ALBINO MUNHOZ,1072
CARLA ANDREIA PEREIRA SERRA,886
CARLA JESUS DA SILVA,982
CARLOS FERNANDO SANTOS ANTUNES,3132
CELSO ORLANDO GALLI,1812
CRISTIAN MACIEL DOS SANTOS,1369
EDERALDO SABINO DE MOURA,1469
EDIVAR DE SOUSA MOURA,1527
EDMILSON TOMBI DE LIMA,835
ELIZEU SANTOS DA SILVA,1469
EZEQUIEL SOUZA DE SÁ,1753
FAUSTO AURÉLIO BRAGA,618
FERNANDO TEODORO DA SILVA,2049
FRANCISCO GREGORIO DE OLIVEIRA,5522
GILBERTO ALVES AQUINO,1680
INACIO JUNQUEIRA MORAES JUNIOR,25992
IVAN ANIC FILHO,1967
JIMMY MOFFA,2234
JORGE CUNHA,1438
JORGE PERES,1774
JORVINA MARIA DA CONCEIÇA NAVARRO,648
JOSE APARECIDO DE MACEDO,2624
JOSE CARLOS SELBACH EYMAEL,13665
JOSE EVANGELISTA GOMES,14504
JOSE LUIZ GLADCHI,1467
JOSE URIAS COSTA DE OLIVEIRA,473
JOSÉ LUIZ FRANCIA,3348
LEONARDO MARTIN,1311
LEONICE DA SILVA,1650
LUCINDO CIOFFE GOMES,475
LUIZ HENRIQUE TAVARES,1786
MARCIA MARIA MORAES,892
MARCIO ABBUD RODRIGUES,2219
MARIA IZABEL COSTA DAMIAO,1456
PAULO SERGIO FERREIRA,5492
RUFINO MAXIMO DA SILVA,948
SIDNEY LABATTI,1457
VALDIVIO MOREIRA DOS SANTOS,1861
WAGNER OSWALDO NARDONI SELA,1556
WILMAR LUCIANO BARBOSA,1289
WILSON FOCÁSSIO,3091
ALEXANDRE DE ALMEIDA YOUSSEF,20473
ALMIR SANTOS,566
ALTAIR BARBOSA GOUVEIA,1935
AMAURY CAMARGO MONACO,12436
ANA MARIA RODRIGUES DE OLIVEIRA,981
ANA PAULA GUIMARAES DE AZEVEDO JUNQUEIRA,47344
ANDERSON APARECIDO MENDONCA,6016
ANDRE FELIPPE FALBO FERREIRA,12019
ANDRE MARTINS MACHADO,1313
ANGELO DOMINGOS NUCCI,18429
ANTONIO CARLOS ALVES DA SILVA,6816
ANTONIO CESAR CORTEZ,55419
APARECIDO DONIZETI PEREIRA,18240
CARLOS CESAR BERQUE,4002
DANIEL MARINS ALESSI,2207
DANILO JOSÉ PARO,902
DEISE MARA DO NASCIMENTO,713
DEUSDEDIT DE PAULA MIQUELINO JUNIOR,5312
EDNA SANDRA MARTINS,29644
EDUARDO SANTOS PALHARES,43017
ELISABETE APARECIDA MOSQUEIRA,321
EUCLIDES DENADAI FILHO,969
EUSTAQUIO LUCIANO ZICA,70734
EVANDRO HERRERA BERTONE GUSSI,58798
EVERALDO SOUZA DOS SANTOS,1248
FAUSTO LOPES FILHO,2667
FRANCISCO JOSE DE SANTA RITA BEHR,13297
FRANCISCO MARCELO ORTIZ FILHO,31726
GETÚLIO PEREIRA SERPA,6053
GILBERTO ANDRADE DE ABREU,18913
GUILHERME MUSSI FERREIRA,89731
HELIVANE MARIA BOTELHO DA SILVEIRA MORAES,1135
HENRIQUE ANTONIO PAIVA NUNES,42787
IRAIDES TAVARES DE ALMEIDA,1395
JAIME BARTOLOMEU DA ROCHA,622
JOSE ALEXANDRE RIBEIRO,8071
JOSE JESUS APARECIDO DE FARIA,28841
JOSE PAULO TOFFANO,89262
JOSE ROBERTO SANTIAGO GOMES,117543
JOSÉ LUIZ DE FRANÇA PENNA,80238
JOSÉ SALVADOR DA SILVA,1678
JOSÉ SILVÉRIO GOMES DOMINGOS,917
JOSÉ VITALMO SOARES JÚNIOR,502
JOVINO CÂNDIDO DA SILVA,10458
LAERTE AMERICO MOLLETA,10499
LAURISA MARIA CORTELLAZZI GARCIA,7110
LUIZ FERNANDO FILIPPI SAMBIASE,2037
LUIZA NAGIB ELUF,25472
MARCELO SOARES DE ALMEIDA,3672
MARCIO CAVALCANTI PAMPURI,29710
MARCOS FERREIRA GODOY,35625
MARIA DOLORES RODRIGUES JORDAN ORFEI ABE,3827
MARINO MARTINI BONACCHI,1024
NATAN SOIHET,2875
NEVTON OLIVEIRA ROCHA,2327
NUBIA DE SENA CARNEIRO,1252
PATRICIA ALVES DE MATOS,1816
PAULO HENRIQUE DO NASCIMENTO,7939
PEDRO MANHÃES DE OLIVEIRA,50229
RAIMUNDO SOUZA TEIXEIRA,804
RAUL APARECIDO GONÇALVES PAULA,17542
RICARDO IZAR JUNIOR,78953
ROBERTO ALVES DE LUCENA,18695
ROBERTO CEZAR PESSEGATTI,553
RODRIGO BARROCA OLIVEIRA,1349
SERGIO SALAFIA,1706
SHUY WEN SHIN,4800
SIDNEI ARANHA,9847
SINVAL MALHEIROS PINTO JÚNIOR,37052
SUELY DOS ANJOS DA SILVA GARCIA,4704
TALMIR RODRIGUES,62086
TANIA MARIA FERREIRA CHAGAS,3831
TERESA KIYOKO ARAGAKI,1050
TEREZA RODRIGUES DE SOUZA,655
VERA LÚCIA DA MOTTA,5594
VESPASIANO SAULO DA COSTA E SILVA,8719
VICENTE CARVALHO E SILVA,14353
VILSON OSCHIN ALVES,29408
WALTER FÉLIX,3171
WALTER GONZALIS,7178
WILLIANS DE CARVALHO MARCOS,3229
ADÃO TIMÓTEO DE LIMA,8600
ALEXANDRE SÉRGIO DE OLIVEIRA AZOUBEL,11234
ANTONIO CARLOS GARMS,8881
ANTONIO GOTARDI BUSSOLETTI,1823
ANTONIO SÉRGIO PITTON,4574
APARECIDO LOURENÇO,1266
CAMILO CANDIDO DA SILVA,1046
CARMEM MADALENA PEREIRA FRANCO,591
CASSIO WATANABE,978
CLÁUDIO DA SILVEIRA FARIA,6078
CLÓVES LISBOA MEDEIROS,1394
DANIEL CALDEIRA MATEUS,10546
DANILO AUGUSTO BIGESCHI,392
DENNYS HADDAD SERRANO,4541
DOUGLAS ALBERTO SANTOS,251
EDER ALBERTO RAMOS MAXIMO,1819
EDNEIA GOMES SANCHES,1407
EDNÉIA MIRIAM PEDRO,1005
EDSON PENNA FRANCISCO,647
EDVALDO GERMANO SALES,1272
ELAINE APARECIDA BELLONI ABISSAMRA,95794
ELISEU GABRIEL DE PIERI,84603
EMERSON MARTINS NOGUEIRA,519
ERISVALDO GOMES PEREIRA,1322
EVANGELISTA PINTO MACEDO,864
FERNANDO ALCÂNTARA DE FIGUEIREDO,3255
GABRIEL BENEDITO ISSAAC CHALITA,89514
GETÚLIO DUARTE FERREIRA,1289
GLEDSON MARQUES PESSOA,845
GUSTAVO RANZANI HERRMANN,14117
IOLANDA KEIKO MIASHIRO OTA,15542
IVONE EMÍLIA MARIA MANZONI,470
JANETE ARAUJO LIRA,587
JEFFERSON ALVES DE CAMPOS,59853
JONAS DONIZETTE FERREIRA,70664
JOSE ABELARDO GUIMARAES CAMARINHA,84481
JOSE EDIVALDO CARDOZO,780
JOSÉ AUGUSTO ROSA,21121
JOSÉ AVELINO PEREIRA,22856
JOSÉ MARTINS LEAL,8777
JOSÉ WANDERLEY DE ANDRADE,11574
JOÃO NOGUEIRA DE LIMA,971
LEA DE ARAUJO,1122
LEONILDIO LIMA DE OLIVEIRA,3235
LUCIANO APARECIDO SEVERO,16667
LUIZA ERUNDINA DE SOUSA,19181
MANOEL CARDOSO DA SILVA,1306
MARCELO PEREIRA SURCIN,28183
MARCO AURÉLIO UBIALI,79871
MARCOS DE PAULA,7835
MARIA APARECIDA SANTANA,513
MARIA DAS GRAÇAS GONÇALVES OLIVEIRA,16355
MARIA DO CARMO COSTA DE CASTRO LEÃO,548
MARIA TATIANA QUEIROZ,1163
MARIO REGIO,6852
MIGUEL DA SILVA,742
MIGUEL SAMPAIO JUNIOR,26642
MILTON JOAQUIM SILVA,877
MÁRCIO LUIZ FRANÇA GOMES,248937
NEIDE APARECIDA TAMEIRÃO COSER,1407
NIVALDO SOARES DA SILVA FILHO,1062
PAULO ROBERTO DONATO,1116
PAULO ROGÉRIO MARTINS,877
PAULO SERGIO TORINO,22359
ROBERTO SIQUEIRA GOMES,18107
RODNEY FRANCISCO VISENTINI,1046
ROSIANE MACIEL DE FARIAS,64533
RUBENS ESTEVES ROQUE,2258
SANTO PETRONI,2697
SILENE ALVES DE ALMEIDA SOUZA,809
SILVIO DOS ANJOS CANGUEIRO,812
TATIANE ESPONTONE,1156
VALDEMAR CORAUCI SOBRINHO,36684
VALDIR DE ALVARENGA,14037
VALDIR GONÇALVES,920
VALQUIRIO TEODOMIRO ALVES,767
VANDIR MOGNON,37453
VICENTE ANTONIO CAPRINO,873
WALTER SANDRO PEREIRA DA SILVA,6641
WANDERLEIA MARIM,535
WELLINGTON DOS SANTOS DELFIOL,535
ADILSON ROBERTO VENÂNCIO DE GODOY,561
ADRIANA SILVA RENAUT CAVALHEIRO,1559
ALEXANDRE SADALA DOS SANTOS,740
ANA MARIA SUEIRO CABO,418
ANDERSON RICARDO VALENTE,977
ANGELA DE ANDRADE TEIXEIRA,692
ANTONIO APARECIDO BATISTA,542
ANTONIO DE SOUSA VERAS,880
ARLETE LUNGOV,564
ARTHUR MIGLIARI JUNIOR,5356
AUGUSTO CERDEIRINHO DE ALMEIDA,4779
CARLOS ALBERTO PINHEIRO DOS SANTOS,1044
CIRÇO ALVES FEITOZA,205
CLAUDIA MARIA DA SILVA LOPES,271
DANIEL RICARDO MEIER,385
DONIZETI DE CARVALHO,2459
ELIAS BOUTROS KASSAB,1488
ELZA JANONI,5969
EUSA BARBOSA DA SILVA,1019
FABIO ADRIANO ALMEIDA GUEDES,2376
GABRIEL LAZCANO ALCALÁ,3189
JAIRO PAES DE LIRA,21401
JEFFERSON TORRES DA CRUZ,1218
JOSE ORLANDO DE SOUZA,1072
JOSÉ CARLOS POMARO,485
JOSÉ FIRMINO DE SOUZA ARANHA,392
JOSÉ GODOY HORTA,1400
JOSÉ VICENTE DE ROSIS MAZEU,4853
MARCO ANTONIO DE PAULA,1751
MARCOS ROBERTO DOS SANTOS,6466
MARCUS VINICIUS GUIDI,937
MARIA APARECIDA MARTINS MILAN,1098
MARIA JANICE FAVARETO,560
MARIA LUIZA VARALDA DE LUNA BOZZOLO,1529
REGINA MARIA RICARDO FERNANDEZ,420
ROGERIO DE JESUS PAES,231
RONALDO ESPER,6478
SARAH RODRIGUES RAMOS MENEZES,295
SAULO PONTES,779
SIDNEY CINTI,2246
WILSON PADOVAN,1248
ZENAIDE RIO TINTO,630
NATALIA BRAGA COSTA PIMENTA,386
ADALBERTO NADUR,7076
ADILSON FERNANDES VARELA,826
ALBERTO GOMES BARBOSA,4403
ALEXANDRE COSTA,5654
AMIRAH SABA,7303
ANANIAS RODRIGUES DA SILVA,4144
ANDRE LUIS ROCHA,13081
ANTONIO BRESSAN FILHO,5517
ANTONIO CARLOS GOULART,5510
ARNALDO CORREA NETO,3003
ARNALDO FARIA DE SÁ,126731
AUREA RODRIGUES MADEIRO,1445
BENTO FRANCISCO MACHADO,8898
CARLOS ALBERTO EBERT BURGHI,5270
CARLOS ALBERTO JUNG SANTOS,1609
CARLOS HENRIQUE DA FONSECA,15417
CELIO FRANCISCO DINIZ,11033
CLAUDIA SARTORI DONATTI DE SOUZA,6135
CLAUDIO AFFONSO,3228
CLAURY SANTOS ALVES DA SILVA,32670
CLEOMENES ANTUNES JUNIOR,1251
EDNA REGINA RUCCIRETA EMERENCIANO,1235
EDUARDO TSUNEO SAITO,6626
ELENICE MADALENA DOS SANTOS,1251
EMELLY PAGLIARI CARDOSO ALVES DE OLIVEIRA,2142
ERNESTO CERINO,1540
ESTER DA SILVA,1796
FERNANDO JOSE DOS SANTOS,1692
FRANCINETO LUZ DE AGUIAR,78712
FRANCISCO CARLOS BARROS CAVALCANTE,1663
FRANCISCO CICERO MESQUITA,1384
GIOVANNI MELONE,8501
GISELA DOS SANTOS,3505
ILDA ROMA DE OLIVEIRA,1227
ISRAEL MARQUES CAJAI,502
ISRAEL SAMPAIO DE LACERDA FILHO,48671
JOAO ALMEIDA DOS SANTOS,4821
JOAO FRANCISCO LIMA FILHO,4357
JOAO MOYSES ABUJADI,12017
JORGE ANTONIO MARINGOLO PEREIRA,2013
JOSE APARECIDO SEGURA RUIZ,7764
JOSE SANTANA DE ABREU,5375
JOSÉ FERNANDO DE SOUSA MIELLI,1549
LAUDINEY FERNANDO SILVA FRAGA,19598
LUIZ CARLOS BECKER FLEURY MARTINS,6129
LUIZ SERGIO DE SOUZA,1424
LUIZA FAUSTINO PEREIRA PARI,2146
MARCIACLEIDE FERREIRA,452
MARCOS ANDRE BATISTA SANTOS,23217
MARCOS ANTONIO CRIPPA,12672
MARIA ADALZIRA RIBEIRO ORTIZ,1296
MARIA DE FATIMA FERREIRA DA SILVA,875
MARIA SONIA REIS LIMA,1215
MARIA VERONICA TAVARES,993
NELSON MARQUEZELLI,181226
